INDEX,TWEET
23644,Blind and low-vision Australians shut out of Covid vaccine finder website https://t.co/L8xbOIywpw
23645,Florida will lower vaccine eligibility to 40 and older beginning Monday  https://t.co/MkVSwPpy2n
23646,Biden reveals 2024 plans and doubles vaccine goals in first press conference https://t.co/Mb1UG5roYk via @CBSPolitics
23649,"The irony. The same week that 2 girls are the first kids to get the vaccine is the same week my son tests  (asymptomatic, known exposure).

They are in his grade at school &amp; have been friends since preschool.  

#COVID19 @ankeetudani @AmyPearsonMD 

https://t.co/BoTO0QdY64"
23650,"58 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center in Worcester, MA on 03/27/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT"
23651,"Students at Texas A&amp;M share their experiences getting a COVID-19 vaccine as Texas prepares to open vaccine eligibility to all over the age of 18.

https://t.co/KUYCgq9Zdk"
23652,Guess what everyone? I got my COVID-19 vaccine shot today! 
23653,This is good news. But we still need to be vigilant on vaccine education. Itâs safe and it works. Herd immunity will save countless lives. #GetVaccinated https://t.co/KftVoyFbgr
23657,"Speaking as a qualified Microbiologist, l would NOT administer an mRNA vaccine to a healthy animal, never mind a healthy human being."
23659,"2019: Texting your friends about dinner plans
2021: Texting your friends about vaccine appointments"
23660,@AccountableInAZ Time for me to double  bec anti maskers and anti vaccine ppl are abound now 
23665,"Okay so my Uncle is coming here to give me a covid vaccine (he's a nurse) but i am kinda paranoid about telling my mom because i always hear her saying its too early for it, but like really, what's it going to do, kill me?"
23666,"FSIN to receive COVID-19 vaccine doses directly after signing deal with Sask., Ottawa https://t.co/Q3A7ldBqd0"
23667,"âWe are even closer to putting this pandemic behind us with todayâs announcement and with vaccine supplies expected to increase dramatically in the months ahead,â California Health and Human Services Secretary Dr. Mark Ghaly said in a statement.
https://t.co/s1vlZ8fv20"
23669,@therealzanetta I wasn't gonna do it but you talke me into it....got my VACCINE today! https://t.co/2V4BkvpdOj
23674,ICYMI â Appointments are still available for Friday's on-campus clinic. which will administer the one-dose Johnson &amp; Johnson vaccine: https://t.co/w7ZvQVkTHQ
23676,"@joshlieuallen I would like to argue the J&amp;J would be Ravenclaw and AZ would be slytherin.
Ravenclaw would do the research and find a way to more efficiently distribute the vaccine with fewer injections. 
Slytherin would make a vaccine as an afterthought, not really to benefit anyone."
23677,"#AstraZeneca's US trial results, a play in 4 acts:
Act 1: Our vaccine is 79% efficacious â AZ.
Act 2: You're not reporting on all the data. More like 69% to 74% â DSMB &amp; NIH.
Act 3: Final analysis is 76% âÂ AZ.
Act 4: FDA reviews the raw data.
https://t.co/2sP7TFUIgq"
23685,"Vaccine gerrymandering, is this a thing?"
23688,@chris_notcapn Getting my second Pfizer vaccine on the 31st.
23690,@thelastbashtion thank you!! had to be the coolest person at the vaccine clinic
23691,"No fogging eyes  or glasses  -Premium Face Mask for Glasses Wearers
#COVID19 #Covid19UK #Covid_19 #UKGiftAM #ecogiftsday #fridaymorning #COVIDIOTS #AstraZeneca #UKGiftHourÂ #StayHomeÂ Â #vaccine #COVIDã¼19 #UKGovernmentÂ #Sales #thursdayvibes
 https://t.co/7LBUcGIqwT"
23694,@Charm56549468 @RutgersU Lol there were zero human tests done on the vaccine that have been able to prove how effective it truly is and what side effects there are both short and long term.
23703,"@iBringBalance This is a perfectly fair characterization as long as we also heavily encourage people to take the vaccine. 

People should be aware of the risks of medical treatments theyâre receiving, but focusing only on the risks is as irresponsible as ignoring them."
23705,61% of the French public don't trust the #AstraZeneca trial vaccine. That's enough to collapse this entire fraud.
23706,Kyle and I got our first covid vaccine shots today!
23707,@JennLevyBKLYN @Readerhal54 I have mine on the upper thigh. Iâm guessing my arms were too skinny for that vaccine at the time.
23708,"@smileycardshop @PhillyOutLoud I respect this take but in reality the forcing of any vaccine is unethical. It becomes a difficult balance, as many need to be vaccinated to hit heard immunity, but regardless of how you look at it forcing someone to have a shot before they can get educated is unethical"
23709,@NC_Governor Spent hours looking for tier 3 a vaccine appointment yesterday because the government site is showing availability thatâs weeks old. Where are the doses? We need a lot more or this is irrelevant.
23710,@kayleighmcenany You must have missed the memo put out by the vaccine developers that they were not part of trumps delusional warp speed? This is exactly why. And BTW....its Feat.....nothing like a Harvard Education....
23712,So itâs ok to politicise where a vaccine comes from but not ok to politicise where the virus came from?
23713,"@MrHarryCole Sounds like the government want to keep a tight squeeze on the balls of all pubs.
Govt: Enforce vaccine passports in your pub unless you want us to hamper your business that we've fucked up already."
23714,"@DreamitCon sorry i know itâs late but i just wanted to know if when you explain the passes you will also explain what are the rules for participating? like if weâll need to get our vaccine, use masks etc"
23715,"This is so badly needed if we are to have any hope of vaccinating my kiddies (oh and everyone else's). 

Have PTSD from the chickenpox vaccine 2 months back. https://t.co/SS3RtRLCVR"
23717,I just want to get that vaccine
23718,I don't want to take a vaccine and I don't agree to taking a test either in order to go to the pub for a drink as I'm healthy. I'll drink at home with friends instead if that's ok with the gestapo. https://t.co/8M094BB0N9
23729,"BREAKING: Pfizer starts testing of vaccine on young children

https://t.co/9K7ZxUWR9u"
23730,"A leaked report shows the government plans to vaccine 11 million children against Covid in Autumn 

children are unaffected by Covid. With adults vaccinated the risk to hospital capacity is virtually 0.

Surely natural immunity by getting Covid should be the aim?

#COVID19"
23731,"No fogging eyes  or glasses  -Premium Face Mask for Glasses Wearers
#COVID19 #Covid19UK #Covid_19 #UKGiftAM #ecogiftsday #fridaymorning #COVIDIOTS #AstraZeneca #UKGiftHourÂ #StayHomeÂ Â #vaccine #COVIDã¼19 #UKGovernmentÂ #Sales #thursdayvibes
 https://t.co/8OA1t2t7wn"
23732,"Massachusetts is getting 40,000 additional doses of the one shot J&amp;J vaccine next week per @MassGovernor"
23733,"@HaMeturgeman To be fair it's not going to be easy to convince another 50 million people to take vaccine if they still need to double mask, S/D, kids stay at home anyways, bars and stay closed."
23734,"The CEOs of social media giants Facebook, Twitter and Google faced a grilling Thursday as lawmakers tried to draw them into admitting â responsibility for helping fuel the January insurrection at the U.S. Capitol and rising COVID-19 vaccine misinformation. https://t.co/2uWlXX3L85"
23736,The Mid-Ohio Valley Health Department says this is the fastest way for you to get an appointment for a COVID-19 vaccine. https://t.co/B43Iq0IHhy
23737,"In recent weeks, Ohio has seen a plateau in COVID-19 cases. This as more people are getting vaccinated and vaccine supplies improve. https://t.co/9jFdCzQgl3"
23739,"@MaeNena73 I'm getting my first shot tomorrow. Not sure which one, but I'm already a little nervous about side effects. I have total trust in the vaccine but I do not trust my body!"
23740,@Jerzygryl Well if you want an experimental drug that doesn't keep you from getting or spreading covid... only lessens symptoms and lowers slightly your chance to die..... and gives you the chance to die from the vaccine.... then go for it.
23746,@Newsmonger_mh @Silverf34781188 What a pratt.. how dumb. The vaccine won't protect you. You can still get covid even if you have the vaccine... Just like you can get the flu when you have had the flu vaccine.. don't be ridiculous
23750,"Just saw Sir Charles Walker MP on the Channel 4 News, brandishing a pint of milk like a molotov cocktail and crying about Covid restrictions while also admitting he refused the vaccine because he's scared of needles. So many metaphors, I'm spinning here."
23753,Vaccine is great  https://t.co/9FU9YZrUNq
23758,Anyone else getting vaccine envy/FOMO?
23760,@druss999 @patrickamon @bbcquestiontime Can you not read ? I have not had my vaccine and I am not advocating giving up our vaccines . I said we need to find a way to work together
23762,"@IainMcFadyen6 @IanDunt The reason we have vaccine success is to to with the brilliance, dedication &amp; hard work of scientists, the diligence, care &amp; determination of NHS staff &amp; the community spirit of volunteers. Love &amp; #Kindness in action #BorisJohnson NOT greed"
23763,@McGiff Time to open our country back up .Carry on with vaccine. This will not go away so we have to live with it .Let us use our own common sense where necessary  !
23764,"CVS: CHESTER 23831 M, Danville 24540 M, EMPORIA 23847 M, HERNDON 20170 M, Richlands 24641 M, RICHMOND 23234 P, RICHMOND 23238 M https://t.co/9Bwh5LkxE4"
23765,UK reports another 691 Covid deaths â as it happened https://t.co/sbiRNNZR52
23766,Surely even the bluepilled masses are starting to get suspicious about the bizarre extremes that the government is going to in order to coerce us to take the vaccine?
23768,"@rkskckak @disclosetv Gates funds - WHO, GAVI, Vaccine Alliance, The Guardian, NPR, World Data Center, a army of
Lobbyist, and sits in the clique of the United Nations population plan."
23773,@KonQ242 smh manâs got his vaccine and thinks heâs Jesus
23777,All California adults will be eligible for vaccine April 15; 50 and older starting April 1 https://t.co/t5zVDlc8DL
23778,"@coachingbyvideo I have watched the whole video and reviewed the lanset articles and their reviews. I have no issue with what he is saying except there is no evidence that vaccine reduces the innate immune system. He provides no alternative to dealing with a pandemic, he is not anti-vaccination!"
